11371843,660,950,1350,0,290
11372754,950,1240,1350,0,290
11373673,5790,5870,9000,0,80
11373857,5870,5990,9000,0,120
11374801,3710,4000,3150,850,290
11374802,4290,4770,3150,1620,480
11375032,4770,5250,3150,2100,480
11376181,4000,4290,3150,1140,290
11376986,14080,14370,15750,0,290
11377156,14370,14660,15750,0,290
11378583,11630,11920,13500,0,290
11380032,1510,1800,2250,0,290
11380033,1800,2090,2250,0,290
11415642,2090,2360,3150,0,270
11423216,0,120,1350,0,120
11426349,8660,8930,13500,0,270
11426640,6080,6350,11250,0,270
11427346,8930,9200,13500,0,270
11431002,11920,12190,15750,0,270
11431564,9200,9470,13500,0,270
11431568,9470,9740,13500,0,270
11431571,9740,10010,13500,0,270
11431580,10010,10280,13500,0,270
11431581,10280,10550,13500,0,270
11431582,10550,10820,13500,0,270
11432340,390,660,1350,0,270
11433753,14660,14930,18000,0,270
11433756,14930,15200,18000,0,270
11433934,12190,12460,15750,0,270
11434322,5250,5520,4500,1020,270
11435021,2360,2630,3150,0,270
11435028,2630,2900,3150,0,270
11435036,2900,3170,3150,20,270
11435037,3170,3440,3150,290,270
11436167,1240,1510,2250,0,270
11482922,3440,3710,3150,560,270
11485228,120,240,1350,0,120
11487179,5520,5790,4500,1290,270
11487778,240,390,1350,0,150
11490088,10820,11090,13500,0,270
11490665,11090,11360,13500,0,270
11491190,8510,8660,13500,0,150
11493568,12460,12730,15750,0,270
11493569,12730,13000,15750,0,270
11493570,13000,13270,15750,0,270
11494472,13270,13540,15750,0,270
11494474,13540,13810,15750,0,270
11494475,13810,14080,15750,0,270
11496918,6350,6620,11250,0,270
11496919,6620,6890,11250,0,270
11496921,6890,7160,11250,0,270
11496922,7160,7430,11250,0,270
11496928,7430,7700,11250,0,270
11496929,7700,7970,11250,0,270
11496930,7970,8240,11250,0,270
11496931,5990,6080,11250,0,90
11497711,8240,8510,11250,0,270
11498416,11360,11630,13500,0,270
