11371843,11630,11920,1350,10570,290
11372754,11920,12210,1350,10860,290
11373673,0,80,9000,0,80
11373857,170,290,9000,0,120
11374801,12210,12500,3150,9350,290
11374802,14240,14720,3150,11570,480
11375032,14720,15200,3150,12050,480
11376181,12500,12790,3150,9640,290
11376986,12790,13080,15750,0,290
11377156,13080,13370,15750,0,290
11378583,13370,13660,13500,160,290
11380032,13660,13950,2250,11700,290
11380033,13950,14240,2250,11990,290
11415642,830,1100,3150,0,270
11423216,290,410,1350,0,120
11426349,1100,1370,13500,0,270
11426640,1370,1640,11250,0,270
11427346,1640,1910,13500,0,270
11431002,1910,2180,15750,0,270
11431564,2180,2450,13500,0,270
11431568,2450,2720,13500,0,270
11431571,2720,2990,13500,0,270
11431580,2990,3260,13500,0,270
11431581,3260,3530,13500,0,270
11431582,3530,3800,13500,0,270
11432340,3800,4070,1350,2720,270
11433753,4070,4340,18000,0,270
11433756,4340,4610,18000,0,270
11433934,4610,4880,15750,0,270
11434322,4880,5150,4500,650,270
11435021,5150,5420,3150,2270,270
11435028,5420,5690,3150,2540,270
11435036,5690,5960,3150,2810,270
11435037,5960,6230,3150,3080,270
11436167,6230,6500,2250,4250,270
11482922,6500,6770,3150,3620,270
11485228,410,530,1350,0,120
11487179,6770,7040,4500,2540,270
11487778,530,680,1350,0,150
11490088,7040,7310,13500,0,270
11490665,7310,7580,13500,0,270
11491190,680,830,13500,0,150
11493568,7580,7850,15750,0,270
11493569,7850,8120,15750,0,270
11493570,8120,8390,15750,0,270
11494472,8390,8660,15750,0,270
11494474,8660,8930,15750,0,270
11494475,8930,9200,15750,0,270
11496918,9200,9470,11250,0,270
11496919,9470,9740,11250,0,270
11496921,9740,10010,11250,0,270
11496922,10010,10280,11250,0,270
11496928,10280,10550,11250,0,270
11496929,10550,10820,11250,0,270
11496930,10820,11090,11250,0,270
11496931,80,170,11250,0,90
11497711,11090,11360,11250,110,270
11498416,11360,11630,13500,0,270
