11347531,5305,5600,6750,0,295
11356788,2463,2601,3150,0,138
11368251,610,1104,1350,0,494
11369802,15361,15607,15750,0,246
11369803,14889,15125,15750,0,236
11370167,15125,15361,15750,0,236
11370547,29341,29859,15750,14109,518
11370884,3367,3603,4500,0,236
11372989,2160,2834,2250,584,466
11372990,3129,3841,2250,1591,476
11374093,7762,8104,9000,0,342
11376541,31425,31973,13500,18473,548
11376542,34423,35251,13500,21751,828
11376546,31973,32533,13500,19033,560
11376735,11320,11615,13500,0,295
11378605,0,40,1350,0,40
11380281,1104,1340,2250,0,236
11380460,2393,2423,3150,0,30
11380579,2423,2463,3150,0,40
11381030,1340,1595,2250,0,255
11381563,1595,1870,2250,0,275
11381564,10284,10802,2250,8552,518
11411343,23643,24161,9000,15161,518
11411344,24161,24679,9000,15679,518
11411345,24679,25197,9000,16197,518
11411348,25197,25715,9000,16715,518
11411349,25715,26233,9000,17233,518
11411356,26233,26751,9000,17751,518
11411357,26751,27269,9000,18269,518
11411358,27269,27787,9000,18787,518
11417317,1870,2160,2250,0,290
11417318,3841,4317,2250,2067,476
11417319,4317,5025,2250,2775,476
11417321,6610,7086,2250,4836,476
11420907,13755,13961,15750,0,206
11420908,16905,17287,15750,1537,382
11424411,32533,33163,11250,21913,630
11424412,33163,33793,11250,22543,630
11424413,9092,9434,11250,0,342
11424415,33793,34423,11250,23173,630
11425987,5927,6265,6750,0,338
11425996,6265,6610,6750,0,345
11426059,20025,20535,15750,4785,510
11426060,30895,31425,15750,15675,530
11426061,29859,30377,15750,14627,518
11426062,30377,30895,15750,15145,518
11426063,18109,18585,15750,2835,476
11426064,18585,19061,15750,3311,476
11430973,19537,20025,15750,4275,488
11431184,40,272,1350,0,232
11431190,272,610,1350,0,338
11433880,16196,16541,18000,0,345
11433882,16541,16905,18000,0,364
11433883,17287,17669,18000,0,382
11434338,5600,5927,6750,0,327
11434343,5025,5305,6750,0,280
11435148,4555,4787,6750,0,232
11437588,2834,3129,3150,0,295
11476319,19061,19537,15750,3787,476
11478284,11615,11942,13500,0,327
11482027,27787,28305,9000,19305,518
11482031,8598,9092,9000,92,494
11484806,9434,9784,11250,0,350
11486534,9784,10284,6750,3534,500
11486535,8104,8598,6750,1848,494
11486536,10802,11320,6750,4570,518
11486541,11942,12460,6750,5710,518
11486542,12460,12978,6750,6228,518
11486543,12978,13496,6750,6746,518
11486544,13496,15866,6750,9116,518
11486935,20535,21053,6750,14303,518
11486936,21053,21571,6750,14821,518
11486937,21571,22089,6750,15339,518
11486938,22089,22607,6750,15857,518
11486939,22607,23125,6750,16375,518
11486940,23125,23643,6750,16893,518
11490482,7086,7424,9000,0,338
11490483,7424,7762,9000,0,338
11492850,13961,14193,15750,0,232
11492851,14193,14425,15750,0,232
11492852,14425,14657,15750,0,232
11492853,14657,14889,15750,0,232
11492854,15866,16196,15750,446,330
11493875,17669,18109,15750,2359,440
11496906,28305,28823,13500,15323,518
11496907,28823,29341,13500,15841,518
