11368352,2261,2657,3150,0,396
11368474,2657,3053,3150,0,396
11368952,16322,16775,9000,7775,453
11368954,16775,17228,9000,8228,453
11368964,17228,17681,9000,8681,453
11369556,17681,18021,9000,9021,340
11369665,20368,20473,13500,6973,105
11369666,20473,21064,13500,7564,591
11370667,4817,5333,4500,833,516
11370670,5333,5749,4500,1249,416
11370672,5749,6145,4500,1645,396
11370753,6145,6365,4500,1865,220
11371336,6365,6771,4500,2271,406
11371337,6771,7287,4500,2787,516
11372268,490,865,2250,0,375
11372739,865,1261,2250,0,396
11372983,1261,1645,2250,0,384
11373157,8051,8567,6750,1817,516
11373161,8567,8963,6750,2213,396
11373183,8963,9416,6750,2666,453
11373184,9416,9869,6750,3119,453
11373185,9869,10322,6750,3572,453
11373186,10322,10775,6750,4025,453
11373187,10775,11228,6750,4478,453
11373191,11228,11681,6750,4931,453
11373192,11681,12107,6750,5357,426
11373193,12107,12560,6750,5810,453
11373194,12560,12852,6750,6102,292
11374094,0,125,1350,0,125
11374278,28647,29139,18000,11139,492
11374279,29139,29655,18000,11655,516
11374281,29655,30171,18000,12171,516
11378410,18021,18341,9000,9341,320
11378905,19218,19695,11250,8445,477
11379249,19695,19915,11250,8665,220
11379767,125,490,1350,0,365
11414947,12852,13134,6750,6384,282
11414966,13134,13658,6750,6908,524
11414968,13658,14084,6750,7334,426
11414969,14084,14510,6750,7760,426
11414970,14510,14963,6750,8213,453
11414984,3053,3180,3150,30,127
11414990,3180,3755,3150,605,575
11415008,7287,7603,4500,3103,316
11415042,7603,7913,4500,3413,310
11415059,7913,8051,4500,3551,138
11415197,3755,4286,3150,1136,531
11415205,4286,4817,3150,1667,531
11415215,18341,18573,9000,9573,232
11415216,18573,18711,9000,9711,138
11422516,22466,22997,15750,7247,531
11422517,22997,23363,15750,7613,366
11431901,18711,19218,9000,10218,507
11433752,23363,23643,15750,7893,280
11433775,30171,30418,18000,12418,247
11434906,1645,2061,2250,0,416
11467107,14963,15416,6750,8666,453
11472664,2061,2261,2250,11,200
11476481,30418,30871,18000,12871,453
11477259,30871,31324,18000,13324,453
11481427,15416,15869,6750,9119,453
11481429,15869,16322,6750,9572,453
11485073,23643,23843,15750,8093,200
11485074,23843,23943,15750,8193,100
11485076,23943,24396,15750,8646,453
11485078,24396,24496,15750,8746,100
11485079,24496,24796,15750,9046,300
11485080,24796,25249,15750,9499,453
11485084,25249,25702,15750,9952,453
11485085,25702,26155,15750,10405,453
11485086,26155,26608,15750,10858,453
11485087,26608,27061,15750,11311,453
11485088,27061,27514,15750,11764,453
11485090,27514,27967,15750,12217,453
11485091,27967,28420,15750,12670,453
11485130,31324,31790,18000,13790,466
11488530,31790,32243,18000,14243,453
11488531,32243,32696,18000,14696,453
11488532,32696,33149,18000,15149,453
11488533,33149,33602,18000,15602,453
11488534,33602,34055,18000,16055,453
11489978,19915,20368,11250,9118,453
11490932,21064,21314,13500,7814,250
11492742,21314,21560,13500,8060,246
11492799,21560,22013,13500,8513,453
11492808,22013,22466,13500,8966,453
11493533,34055,34508,18000,16508,453
11493534,34508,34961,18000,16961,453
11494229,28420,28647,15750,12897,227
